layer,iteration,mean_ir_pwr,min_ir_pwr,max_ir_pwr,std_ir_pwr,eiq_ir_pwr,median_ir_pwr,mad_ir_pwr,q_10,q_90,q_5,q_95,q_1,q_99,out_sup,out_sup_rate,out_inf,out_inf_rate
11,1,15.270373,0.053594746,29.2604,3.0735931,4.324864387512207,15.430626,2.4896414,11.073141098022461,19.051767349243164,10.171350479125977,20.08172035217285,8.873425483703613,22.556398391723633,23.877627849578857,0.5107359800789139,6.578170299530029,0.08737318477244249
12,1,15.581236,0.06058536,26.951166,2.7239532,3.1387882232666016,15.910648,2.101601,11.392378807067871,18.713886260986328,10.1666898727417,19.52246856689453,8.673027992248535,21.10235023498535,22.09152126312256,0.3197343623086807,9.536368370056152,2.932420865745329
13,1,15.276059,0.086217634,28.179186,3.067019,4.271266937255859,15.428295,2.4778576,11.089451789855957,19.079730987548828,10.180671691894531,20.107351303100586,8.815170288085938,22.59368133544922,23.778587341308594,0.5369831239549284,6.693519592285156,0.09413091743884469
14,1,15.617935,0.06757598,26.268415,2.7283895,3.0991735458374023,15.9572525,2.0979598,11.371406555175781,18.741849899291992,10.171350479125977,19.5481014251709,8.680018424987793,21.153614044189453,22.062391757965088,0.3492997126568026,9.665697574615479,3.2507312656008294
15,1,15.301223,0.06757598,30.562986,3.0903628,4.408750534057617,15.488882,2.5145874,11.070810317993164,19.091381072998047,10.157369613647461,20.060747146606445,8.78487777709961,22.374643325805664,24.089673042297363,0.45732736537338803,6.4546709060668945,0.07804153477713482
16,1,15.647753,0.0768968,26.009762,2.744461,3.1364574432373047,15.964243,2.1120539,11.397039413452148,18.83272933959961,10.183001518249512,19.659950256347656,8.720773277282714,21.20254898071289,22.157931327819824,0.32131863767252505,9.612101554870605,3.096614040313772
17,1,15.401179,0.079227015,28.169865,3.0861118,4.3528242111206055,15.631023,2.505379,11.1337251663208,19.15895652770996,10.213294982910156,20.184947204589818,8.887406349182129,22.69854164123535,24.064037799835205,0.43907815432276515,6.652740955352783,0.08499568071015083
18,1,15.644822,0.051264536,25.087002,2.7255085,3.0945138931274414,15.973564,2.0944035,11.418010711669922,18.779132843017578,10.1666898727417,19.599365234375,8.691669464111328,21.116331100463867,22.081035137176514,0.29390154298310067,9.702979564666748,3.3933713287129894
19,1,15.339082,0.08388742,30.539684,3.0738897,4.315542221069336,15.516844,2.4941616,11.110424041748047,19.119342803955078,10.162029266357422,20.114341735839844,8.8058500289917,22.475703754425037,23.9568510055542,0.4311269272624731,6.6946821212768555,0.0941290481448237
20,1,15.696892,0.08155722,25.504108,2.7385714,3.166749954223633,16.024828,2.1135,11.455760002136241,18.87700080871582,10.222614288330078,19.65296173095703,8.676104011535644,21.058076858520508,22.27793598175049,0.20237005320406012,9.610936164855957,3.000399179398371
21,1,15.356044,0.0745666,28.719795,3.103756,4.371466636657715,15.486551,2.5165703,11.119745254516602,19.228862762451172,10.208633422851562,20.24483299255371,8.840803146362305,22.64028549194336,24.071030139923096,0.45376916355548497,6.585163593292236,0.08519342282945429
22,1,15.682904,0.09320825,25.585667,2.7273946,3.0735416412353516,16.006187,2.0907958,11.459955215454102,18.823406219482422,10.206304550170898,19.634319305419922,8.717302322387695,21.211868286132812,22.075207710266113,0.3588357596614592,9.781041145324707,3.529180476316244
23,1,15.360432,0.06757598,28.605614,3.0834801,4.359814643859863,15.530825,2.5009058,11.168679237365723,19.161287307739258,10.255237579345703,20.177257537841797,8.815170288085938,22.537755966186523,24.037240505218506,0.449410979688133,6.597981929779053,0.08420249906662323
24,1,15.704002,0.06757598,26.485125,2.7458055,3.124807357788086,16.027159,2.1066792,11.485586166381836,18.839717864990234,10.248247146606445,19.666942596435547,8.668367385864258,21.340030670166016,22.187060356140137,0.42438516776817486,9.687830924987793,3.18040639298424
25,1,15.449217,0.08854784,30.043352,3.15454,4.394768714904785,15.624034,2.5498364,11.124404907226562,19.333721160888672,10.189992904663086,20.377655029296875,8.78487777709961,22.936222076416016,24.210843563079834,0.5298192101166079,6.631768703460693,0.09909287325644203
26,1,15.738314,0.048934333,25.04506,2.7628,3.187723159790039,16.085415,2.1320035,11.462285041809082,18.9189453125,10.21096420288086,19.708885192871094,8.65904712677002,21.204879760742188,22.365323066711426,0.20394951107721881,9.61443042755127,3.0802929564934187
27,1,15.57087,0.06058536,28.987766,3.1546156,4.40641975402832,15.782488,2.554835,11.187320709228516,19.46654510498047,10.213294982910156,20.484844207763672,8.859443664550781,22.81039047241211,24.363471031188965,0.3705608655157965,6.737792015075684,0.0925409235425301
28,1,15.788046,0.06990619,25.518091,2.7685678,3.166749954223633,16.108717,2.1305325,11.476266860961914,19.00283432006836,10.229605674743652,19.813745498657227,8.756915092468262,21.300416946411133,22.378134727478027,0.2275651718057475,9.711134910583496,3.2293999904684743
29,1,15.539376,0.10718949,28.325989,3.1882637,4.408751487731934,15.710252,2.5710573,11.145377159118652,19.47586441040039,10.203973770141602,20.61533546447754,8.874450607299806,23.152931213378906,24.31337594985962,0.4660953837293588,6.678369998931885,0.08757906443316883
30,1,15.848689,0.051264536,26.061028,2.805864,3.1784019470214844,16.178621,2.1568925,11.464614868164062,19.103031158447266,10.243587493896484,19.923263549804688,8.675358772277832,21.423917770385742,22.46319007873535,0.26707916663357134,9.749582290649414,3.3699632244894717
31,1,15.482703,0.09087805,28.139572,3.162529,4.487977981567383,15.675299,2.5692897,11.136056900024414,19.368675231933594,10.19232177734375,20.393966674804688,8.812187156677247,22.808061599731445,24.4275541305542,0.39398458614739074,6.475642204284668,0.07764514777400694
32,1,15.722171,0.097868666,27.66421,2.7682266,3.094512939453125,16.027159,2.1167822,11.46927547454834,18.9189453125,10.222614288330078,19.790443420410156,8.68700885772705,21.498485565185547,22.1392879486084,0.5145589806529001,9.761236190795898,3.465478275720998
33,1,15.456134,0.09087805,30.819311,3.1427202,4.371466636657715,15.617043,2.5391245,11.136056900024414,19.343042373657227,10.187662124633789,20.412609100341797,8.82915210723877,22.791751861572266,24.171228885650635,0.44640995446539034,6.685362339019775,0.09730466089325679
34,1,15.829085,0.0722364,25.010105,2.7957914,3.2343263626098633,16.162312,2.159248,11.49024772644043,19.068078994750977,10.248247146606445,19.871999740600586,8.684678077697754,21.31439781188965,22.554067134857178,0.188261087148202,9.616761684417725,2.9869567634980023
35,1,15.531556,0.05825516,30.12957,3.1963482,4.504288673400879,15.742874,2.592606,11.117413520812988,19.44790267944336,10.122415542602539,20.473194122314453,8.752254486083984,22.938552856445312,24.5126051902771,0.4086828220164466,6.495450496673584,0.08320607503639024
36,1,15.798301,0.046604127,26.137924,2.8341482,3.2436466217041016,16.125027,2.1810517,11.418010711669922,19.07040786743164,10.150379180908203,19.923263549804688,8.591470718383789,21.55440902709961,22.528433799743652,0.35410075685809556,9.553847312927246,3.106077306371629
37,1,15.505879,0.09553845,29.761395,3.1842937,4.460015296936035,15.686949,2.580754,11.103433609008789,19.45256233215332,10.150379180908203,20.517467498779297,8.78720760345459,22.912918090820312,24.399590969085693,0.3947898855943395,6.559529781341553,0.08618652431989102
38,1,15.781282,0.06524578,25.28041,2.7800615,3.14810848236084,16.125027,2.1363816,11.427331924438477,18.981861114501953,10.173681259155273,19.778793334960938,8.633414268493652,21.22442737579349,22.345512866973877,0.2041456662734678,9.753078937530518,3.6086916804683433
39,1,15.603966,0.09087805,28.612602,3.1990304,4.494968414306641,15.836082,2.596951,11.15236759185791,19.515478134155273,10.159699440002441,20.547760009765625,8.775556564331055,22.920911846160873,24.577852249145508,0.37830796055270693,6.597978591918945,0.09035701944959668
40,1,15.77599,0.0722364,26.023743,2.767143,3.120145797729492,16.090075,2.1182525,11.567144393920898,18.9702091217041,10.25989818572998,19.804424285888672,8.586810111999512,21.398284912109375,22.256964683532715,0.39041710686228565,9.776381492614746,3.51911574298401
41,1,15.470027,0.0768968,28.868927,3.2932749,4.6930341720581055,15.607723,2.6822865,11.021875381469727,19.57140350341797,10.078142166137695,20.6992244720459,8.65904712677002,23.29041290283203,24.798052310943604,0.43172439540711965,6.025915622711182,0.0617600216060783
